Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,total_value,is_returned,Age_Group,return_risk_score
ORD00002951,PROD00002951,USER00002951,07-07-24,,Clothing,208.08,5,,Not Returned,,26,Female,Other,Credit Card,Standard,9.91,1040.4,0,26–35,0.5514142905241419
ORD00002952,PROD00002952,USER00002952,10-10-23,09-03-24,Toys,221.77,5,Defective,Returned,151.0,57,Male,Other,Gift Card,Express,10.4,1108.8500000000001,1,56–65,0.4328925692395724
ORD00002953,PROD00002953,USER00002953,29-09-24,28-07-24,Books,467.96,5,Not as described,Returned,-63.0,26,Female,Other,Gift Card,Next-Day,33.61,2339.7999999999997,1,26–35,0.4964772456832809
ORD00002954,PROD00002954,USER00002954,01-02-24,,Toys,256.75,1,,Not Returned,,35,Male,City1,PayPal,Next-Day,46.03,256.75,0,26–35,0.5253373584547548
ORD00002955,PROD00002955,USER00002955,21-04-23,,Electronics,283.21,5,,Not Returned,,26,Female,Other,PayPal,Next-Day,37.05,1416.05,0,26–35,0.5102268300035241
ORD00002956,PROD00002956,USER00002956,29-12-24,,Clothing,379.71,2,,Not Returned,,44,Male,Other,Debit Card,Standard,35.72,759.42,0,36–45,0.5465179335460795
ORD00002957,PROD00002957,USER00002957,02-05-24,25-01-24,Books,230.78,4,Not as described,Returned,-98.0,42,Male,Other,PayPal,Standard,25.38,923.12,1,36–45,0.5415650736487102
ORD00002958,PROD00002958,USER00002958,27-06-24,,Clothing,200.59,2,,Not Returned,,53,Female,Other,Credit Card,Next-Day,16.17,401.18,0,46–55,0.5288113201681292
ORD00002959,PROD00002959,USER00002959,27-09-23,10-09-23,Toys,10.58,4,Changed mind,Returned,-17.0,19,Male,Other,Credit Card,Next-Day,29.31,42.32,1,18–25,0.6654776925494635
ORD00002960,PROD00002960,USER00002960,09-08-24,25-11-23,Home,20.61,4,Wrong item,Returned,-258.0,34,Male,Other,Gift Card,Standard,34.08,82.44,1,26–35,0.5229973746558999
ORD00002961,PROD00002961,USER00002961,10-04-23,,Books,386.65,5,,Not Returned,,31,Male,Other,Gift Card,Express,39.77,1933.25,0,26–35,0.4939791415992212
ORD00002962,PROD00002962,USER00002962,09-03-23,14-06-24,Clothing,183.43,2,Changed mind,Returned,463.0,23,Male,Other,Credit Card,Express,35.28,366.86,1,18–25,0.5418926763693385
ORD00002963,PROD00002963,USER00002963,13-06-23,05-10-23,Clothing,37.68,5,Not as described,Returned,114.0,31,Male,Other,Gift Card,Next-Day,3.56,188.4,1,26–35,0.5574668330785456
ORD00002964,PROD00002964,USER00002964,16-04-24,,Electronics,82.33,4,,Not Returned,,35,Female,Other,Gift Card,Standard,10.77,329.32,0,26–35,0.5096597560012502
ORD00002965,PROD00002965,USER00002965,13-01-23,12-10-23,Home,200.16,4,Wrong item,Returned,272.0,25,Male,Other,Debit Card,Next-Day,43.39,800.64,1,18–25,0.5716129361993534
ORD00002966,PROD00002966,USER00002966,22-10-24,,Clothing,161.53,5,,Not Returned,,59,Male,Other,PayPal,Express,12.95,807.65,0,56–65,0.45582889530070586
ORD00002967,PROD00002967,USER00002967,14-03-24,,Clothing,169.89,5,,Not Returned,,30,Female,Other,PayPal,Next-Day,24.8,849.4499999999999,0,26–35,0.501870169776189
ORD00002968,PROD00002968,USER00002968,07-08-23,20-10-24,Toys,414.52,3,Changed mind,Returned,440.0,47,Male,Other,Credit Card,Standard,13.06,1243.56,1,46–55,0.34090244113450513
ORD00002969,PROD00002969,USER00002969,15-05-23,31-01-23,Electronics,51.32,1,Changed mind,Returned,-104.0,41,Female,Other,Gift Card,Standard,38.84,51.32,1,36–45,0.5519231184142535
ORD00002970,PROD00002970,USER00002970,07-12-23,16-09-24,Home,491.33,5,Defective,Returned,284.0,58,Male,Other,Credit Card,Standard,47.06,2456.65,1,56–65,0.4818011357196921
ORD00002971,PROD00002971,USER00002971,17-06-24,,Electronics,312.73,5,,Not Returned,,67,Female,Other,Gift Card,Express,39.76,1563.65,0,65+,0.48232442838044276
ORD00002972,PROD00002972,USER00002972,22-01-24,10-06-24,Clothing,204.44,5,Not as described,Returned,140.0,63,Male,Other,Credit Card,Next-Day,10.82,1022.2,1,56–65,0.4437165996850937
ORD00002973,PROD00002973,USER00002973,21-05-23,,Books,199.03,3,,Not Returned,,60,Male,City26,PayPal,Standard,39.74,597.09,0,56–65,0.5503695179781052
ORD00002974,PROD00002974,USER00002974,16-11-24,,Books,415.42,5,,Not Returned,,34,Male,Other,Debit Card,Standard,20.1,2077.1,0,26–35,0.53971122241192
ORD00002975,PROD00002975,USER00002975,03-04-23,,Electronics,292.33,5,,Not Returned,,44,Female,Other,Credit Card,Next-Day,8.14,1461.6499999999999,0,36–45,0.5443759739962395
ORD00002976,PROD00002976,USER00002976,01-11-23,03-04-24,Electronics,312.45,4,Wrong item,Returned,154.0,68,Male,Other,Debit Card,Next-Day,44.88,1249.8,1,65+,0.48520378417592314
ORD00002977,PROD00002977,USER00002977,21-01-24,03-04-24,Books,250.32,4,Changed mind,Returned,73.0,70,Male,Other,Credit Card,Standard,24.45,1001.28,1,65+,0.35742151297470254
ORD00002978,PROD00002978,USER00002978,23-02-23,14-08-23,Toys,205.64,5,Defective,Returned,172.0,38,Male,Other,PayPal,Standard,16.06,1028.1999999999998,1,36–45,0.5754793799733681
ORD00002979,PROD00002979,USER00002979,20-06-24,,Home,28.14,3,,Not Returned,,67,Male,Other,Gift Card,Next-Day,35.29,84.42,0,65+,0.4825774244388408
ORD00002980,PROD00002980,USER00002980,23-06-24,08-11-24,Electronics,345.0,2,Defective,Returned,138.0,47,Male,Other,PayPal,Next-Day,19.7,690.0,1,46–55,0.5470015665535968
ORD00002981,PROD00002981,USER00002981,25-01-23,19-07-24,Electronics,156.65,2,Defective,Returned,541.0,51,Female,Other,PayPal,Next-Day,42.82,313.3,1,46–55,0.6762146322457958
ORD00002982,PROD00002982,USER00002982,30-08-23,,Clothing,255.03,3,,Not Returned,,29,Female,Other,Gift Card,Standard,37.57,765.09,0,26–35,0.6185645378072366
ORD00002983,PROD00002983,USER00002983,16-10-24,14-10-23,Books,385.22,2,Not as described,Returned,-368.0,31,Male,Other,Gift Card,Next-Day,39.91,770.44,1,26–35,0.4942923749873681
ORD00002984,PROD00002984,USER00002984,24-02-23,,Electronics,268.47,2,,Not Returned,,45,Female,Other,PayPal,Express,14.55,536.94,0,36–45,0.45620003539129245
ORD00002985,PROD00002985,USER00002985,15-12-23,03-04-24,Books,491.24,4,Changed mind,Returned,110.0,37,Female,Other,Credit Card,Standard,1.65,1964.96,1,36–45,0.5545739673888921
ORD00002986,PROD00002986,USER00002986,06-05-23,,Toys,464.83,5,,Not Returned,,41,Female,Other,Gift Card,Standard,14.39,2324.15,0,36–45,0.4353563187115199
ORD00002987,PROD00002987,USER00002987,12-01-24,20-03-23,Home,310.55,5,Not as described,Returned,-298.0,19,Female,Other,Credit Card,Express,0.83,1552.75,1,18–25,0.5245574460989864
ORD00002988,PROD00002988,USER00002988,22-08-23,,Electronics,493.97,3,,Not Returned,,56,Female,Other,Debit Card,Express,5.83,1481.91,0,56–65,0.4592772243923528
ORD00002989,PROD00002989,USER00002989,28-08-23,,Books,206.72,5,,Not Returned,,65,Female,Other,Debit Card,Next-Day,15.1,1033.6,0,56–65,0.5032165037626412
ORD00002990,PROD00002990,USER00002990,10-10-23,,Books,240.84,1,,Not Returned,,46,Female,Other,PayPal,Next-Day,31.79,240.84,0,46–55,0.5379027532114735
ORD00002991,PROD00002991,USER00002991,25-02-24,,Books,283.8,1,,Not Returned,,51,Female,City36,PayPal,Next-Day,40.69,283.8,0,46–55,0.46518011176635105
ORD00002992,PROD00002992,USER00002992,20-10-24,,Toys,181.49,1,,Not Returned,,44,Male,Other,PayPal,Next-Day,40.05,181.49,0,36–45,0.5158760656248526
ORD00002993,PROD00002993,USER00002993,03-09-24,25-05-24,Clothing,368.99,1,Wrong item,Returned,-101.0,29,Male,Other,Debit Card,Next-Day,29.33,368.99,1,26–35,0.6181693958666086
ORD00002994,PROD00002994,USER00002994,27-12-24,03-05-23,Toys,258.35,2,Defective,Returned,-604.0,46,Female,Other,PayPal,Express,30.01,516.7,1,46–55,0.44379817700839985
ORD00002995,PROD00002995,USER00002995,05-05-24,17-05-24,Books,17.47,1,Defective,Returned,12.0,23,Male,Other,Debit Card,Standard,30.5,17.47,1,18–25,0.5246635712942693
ORD00002996,PROD00002996,USER00002996,20-09-24,08-02-23,Books,159.99,1,Defective,Returned,-590.0,34,Male,Other,Gift Card,Express,48.73,159.99,1,26–35,0.5082231736652052
ORD00002997,PROD00002997,USER00002997,11-05-23,09-03-23,Clothing,86.58,4,Changed mind,Returned,-63.0,62,Female,Other,PayPal,Standard,37.52,346.32,1,56–65,0.5257171579801294
ORD00002998,PROD00002998,USER00002998,04-12-24,10-08-24,Home,136.93,5,Changed mind,Returned,-116.0,24,Male,Other,Credit Card,Express,43.52,684.6500000000001,1,18–25,0.44698601376865654
ORD00002999,PROD00002999,USER00002999,05-12-23,28-05-24,Home,168.22,4,Not as described,Returned,175.0,23,Male,Other,PayPal,Next-Day,45.64,672.88,1,18–25,0.4039381471342655
ORD00003000,PROD00003000,USER00003000,31-03-24,,Electronics,211.2,2,,Not Returned,,39,Female,Other,PayPal,Next-Day,30.41,422.4,0,36–45,0.5341925747215549
ORD00003001,PROD00003001,USER00003001,10-09-23,,Clothing,11.25,5,,Not Returned,,29,Male,Other,PayPal,Next-Day,17.45,56.25,0,26–35,0.5335167266836639
ORD00003002,PROD00003002,USER00003002,30-12-23,18-01-23,Clothing,438.28,5,Not as described,Returned,-346.0,63,Female,Other,PayPal,Express,20.57,2191.3999999999996,1,56–65,0.5510415466173528
ORD00003003,PROD00003003,USER00003003,17-03-23,,Home,459.66,5,,Not Returned,,46,Female,Other,Credit Card,Next-Day,48.74,2298.3,0,46–55,0.48235733258537744
ORD00003004,PROD00003004,USER00003004,19-01-23,,Electronics,332.81,2,,Not Returned,,35,Female,Other,Gift Card,Standard,21.12,665.62,0,26–35,0.5192168136430135
ORD00003005,PROD00003005,USER00003005,02-08-23,02-08-24,Home,426.01,3,Not as described,Returned,366.0,49,Female,Other,Credit Card,Standard,41.11,1278.03,1,46–55,0.4877004708773486
ORD00003006,PROD00003006,USER00003006,12-07-23,,Toys,317.45,5,,Not Returned,,50,Female,Other,PayPal,Standard,44.29,1587.25,0,46–55,0.5005042910195345
ORD00003007,PROD00003007,USER00003007,24-07-23,11-06-24,Toys,297.13,5,Wrong item,Returned,323.0,27,Male,City36,Debit Card,Next-Day,42.7,1485.65,1,26–35,0.47858732874812615
ORD00003008,PROD00003008,USER00003008,30-03-23,,Home,203.92,1,,Not Returned,,28,Female,Other,PayPal,Express,11.84,203.92,0,26–35,0.44108768236566703
ORD00003009,PROD00003009,USER00003009,28-11-24,05-08-23,Books,311.99,3,Defective,Returned,-481.0,31,Male,Other,PayPal,Express,32.4,935.97,1,26–35,0.5535236385694785
ORD00003010,PROD00003010,USER00003010,01-09-24,,Home,29.09,3,,Not Returned,,35,Male,Other,Gift Card,Next-Day,48.75,87.27,0,26–35,0.5213138565126508
ORD00003011,PROD00003011,USER00003011,17-03-24,18-09-24,Home,367.55,3,Defective,Returned,185.0,35,Female,Other,Gift Card,Standard,30.07,1102.65,1,26–35,0.4961379936553022
ORD00003012,PROD00003012,USER00003012,04-05-24,22-06-24,Toys,114.58,2,Defective,Returned,49.0,47,Male,Other,Credit Card,Express,5.48,229.16,1,46–55,0.4764064023752328
ORD00003013,PROD00003013,USER00003013,14-04-23,05-02-24,Electronics,199.31,3,Defective,Returned,297.0,51,Male,Other,Credit Card,Express,25.76,597.9300000000001,1,46–55,0.6514032829335117
ORD00003014,PROD00003014,USER00003014,12-04-24,,Electronics,118.75,1,,Not Returned,,28,Female,Other,PayPal,Standard,26.83,118.75,0,26–35,0.5231225492461893
ORD00003015,PROD00003015,USER00003015,20-11-23,,Electronics,398.15,3,,Not Returned,,32,Female,City26,Credit Card,Standard,46.34,1194.4499999999998,0,26–35,0.5716035178174855
ORD00003016,PROD00003016,USER00003016,05-03-23,17-11-24,Toys,79.94,2,Changed mind,Returned,623.0,61,Female,Other,Credit Card,Standard,0.49,159.88,1,56–65,0.37982729278122673
ORD00003017,PROD00003017,USER00003017,15-02-24,27-01-23,Books,243.32,5,Changed mind,Returned,-384.0,58,Male,Other,Debit Card,Express,23.73,1216.6,1,56–65,0.5186418913763166
ORD00003018,PROD00003018,USER00003018,11-02-24,,Home,216.48,1,,Not Returned,,47,Male,Other,Debit Card,Next-Day,36.02,216.48,0,46–55,0.5418161491845901
ORD00003019,PROD00003019,USER00003019,17-12-23,24-11-23,Clothing,387.09,4,Wrong item,Returned,-23.0,70,Male,Other,Gift Card,Next-Day,3.77,1548.36,1,65+,0.4549285830432079
ORD00003020,PROD00003020,USER00003020,06-06-23,24-05-23,Home,368.74,5,Changed mind,Returned,-13.0,55,Female,Other,Gift Card,Express,31.18,1843.7,1,46–55,0.4985398707214601
ORD00003021,PROD00003021,USER00003021,24-02-23,,Clothing,153.62,4,,Not Returned,,24,Male,Other,Debit Card,Express,9.89,614.48,0,18–25,0.5161675149935835
ORD00003022,PROD00003022,USER00003022,18-12-23,,Clothing,470.81,3,,Not Returned,,21,Female,Other,PayPal,Express,46.02,1412.43,0,18–25,0.5895528711003626
ORD00003023,PROD00003023,USER00003023,27-09-24,18-03-24,Home,225.51,5,Defective,Returned,-193.0,30,Female,Other,Gift Card,Next-Day,45.56,1127.55,1,26–35,0.6271887267107641
ORD00003024,PROD00003024,USER00003024,02-11-23,,Clothing,416.7,3,,Not Returned,,39,Female,City43,PayPal,Next-Day,43.18,1250.1,0,36–45,0.6155862591919077
ORD00003025,PROD00003025,USER00003025,10-10-24,,Home,286.66,4,,Not Returned,,49,Female,Other,PayPal,Express,14.56,1146.64,0,46–55,0.5142657872163945
ORD00003026,PROD00003026,USER00003026,05-02-23,04-06-24,Clothing,382.73,5,Defective,Returned,485.0,55,Male,Other,Credit Card,Next-Day,24.78,1913.65,1,46–55,0.5376743896338575
ORD00003027,PROD00003027,USER00003027,14-10-24,02-07-23,Books,386.45,3,Defective,Returned,-470.0,65,Male,Other,Gift Card,Standard,48.99,1159.35,1,56–65,0.5339191589241162
ORD00003028,PROD00003028,USER00003028,02-01-23,02-11-23,Home,309.24,2,Changed mind,Returned,304.0,26,Male,Other,Credit Card,Express,34.78,618.48,1,26–35,0.45861711232533325
ORD00003029,PROD00003029,USER00003029,14-04-23,,Electronics,361.52,3,,Not Returned,,24,Male,Other,Debit Card,Express,26.87,1084.56,0,18–25,0.4215560276902264
ORD00003030,PROD00003030,USER00003030,15-01-24,17-01-23,Electronics,134.39,3,Changed mind,Returned,-363.0,41,Female,Other,PayPal,Express,13.74,403.16999999999996,1,36–45,0.46826911016946243
ORD00003031,PROD00003031,USER00003031,09-09-24,,Home,333.52,4,,Not Returned,,35,Female,City26,Gift Card,Express,13.13,1334.08,0,26–35,0.5126881486408651
ORD00003032,PROD00003032,USER00003032,26-09-23,,Toys,44.55,5,,Not Returned,,38,Female,Other,Credit Card,Standard,12.69,222.75,0,36–45,0.5117831721731039
ORD00003033,PROD00003033,USER00003033,11-02-24,,Clothing,205.91,5,,Not Returned,,41,Male,Other,Credit Card,Express,1.17,1029.55,0,36–45,0.5175107308053745
ORD00003034,PROD00003034,USER00003034,26-11-24,23-06-24,Books,27.96,4,Changed mind,Returned,-156.0,67,Male,Other,Credit Card,Next-Day,20.07,111.84,1,65+,0.6290706610802536
ORD00003035,PROD00003035,USER00003035,25-02-24,19-07-24,Books,495.26,3,Wrong item,Returned,145.0,55,Male,Other,Gift Card,Next-Day,36.95,1485.78,1,46–55,0.4126937244077529
ORD00003036,PROD00003036,USER00003036,24-09-23,,Books,443.42,1,,Not Returned,,63,Male,Other,Credit Card,Standard,29.59,443.42,0,56–65,0.5383966603037968
ORD00003037,PROD00003037,USER00003037,02-08-23,,Clothing,364.71,3,,Not Returned,,52,Male,Other,Credit Card,Next-Day,18.81,1094.1299999999999,0,46–55,0.5298055575063264
ORD00003038,PROD00003038,USER00003038,22-05-24,18-07-23,Clothing,193.4,5,Defective,Returned,-309.0,22,Female,Other,PayPal,Next-Day,23.51,967.0,1,18–25,0.5458197818156272
ORD00003039,PROD00003039,USER00003039,27-11-23,17-07-24,Electronics,495.08,4,Changed mind,Returned,233.0,39,Male,Other,Debit Card,Standard,44.98,1980.32,1,36–45,0.48932601782397406
ORD00003040,PROD00003040,USER00003040,24-02-24,,Electronics,6.96,2,,Not Returned,,33,Female,Other,Gift Card,Express,20.46,13.92,0,26–35,0.5571351548047783
ORD00003041,PROD00003041,USER00003041,12-09-23,01-04-23,Home,193.67,1,Changed mind,Returned,-164.0,64,Female,Other,Gift Card,Express,47.01,193.67,1,56–65,0.5895040076720579
ORD00003042,PROD00003042,USER00003042,27-03-23,16-12-23,Electronics,247.07,2,Changed mind,Returned,264.0,46,Female,City26,Credit Card,Next-Day,38.22,494.14,1,46–55,0.5640768709810564
ORD00003043,PROD00003043,USER00003043,08-04-24,,Electronics,317.26,1,,Not Returned,,36,Male,City3,Debit Card,Standard,7.01,317.26,0,36–45,0.4451153557125901
ORD00003044,PROD00003044,USER00003044,10-10-23,,Electronics,443.95,5,,Not Returned,,27,Male,Other,Gift Card,Next-Day,35.67,2219.75,0,26–35,0.49131059466988897
ORD00003045,PROD00003045,USER00003045,20-03-24,,Books,340.54,2,,Not Returned,,18,Male,City36,Credit Card,Standard,17.35,681.08,0,,0.4449035370253045
ORD00003046,PROD00003046,USER00003046,22-08-24,,Clothing,419.6,5,,Not Returned,,50,Male,City1,Gift Card,Express,29.3,2098.0,0,46–55,0.5165877354900832
ORD00003047,PROD00003047,USER00003047,05-06-23,,Books,493.5,4,,Not Returned,,68,Female,Other,Gift Card,Express,34.59,1974.0,0,65+,0.43985327444866723
ORD00003048,PROD00003048,USER00003048,28-04-23,11-11-23,Books,179.73,3,Changed mind,Returned,197.0,24,Female,Other,Debit Card,Express,1.72,539.1899999999999,1,18–25,0.5567286898111159
ORD00003049,PROD00003049,USER00003049,13-06-24,25-09-24,Electronics,355.57,2,Defective,Returned,104.0,58,Female,Other,Credit Card,Next-Day,49.26,711.14,1,56–65,0.49784567015775616
ORD00003050,PROD00003050,USER00003050,14-02-24,08-08-23,Electronics,205.96,3,Wrong item,Returned,-190.0,55,Male,Other,Credit Card,Next-Day,7.83,617.88,1,46–55,0.4518559662431627
ORD00003051,PROD00003051,USER00003051,05-07-23,17-03-24,Electronics,433.64,5,Wrong item,Returned,256.0,20,Male,Other,Debit Card,Next-Day,49.28,2168.2,1,18–25,0.5399036756601543
ORD00003052,PROD00003052,USER00003052,31-03-24,,Toys,226.55,1,,Not Returned,,44,Male,Other,Gift Card,Standard,37.26,226.55,0,36–45,0.5181349996276287
ORD00003053,PROD00003053,USER00003053,07-05-23,,Electronics,172.96,3,,Not Returned,,52,Male,Other,Debit Card,Express,3.25,518.88,0,46–55,0.40007060441027403
ORD00003054,PROD00003054,USER00003054,30-05-24,,Books,414.61,4,,Not Returned,,55,Male,Other,Gift Card,Standard,31.43,1658.44,0,46–55,0.5652545720711607
ORD00003055,PROD00003055,USER00003055,28-05-23,21-10-24,Toys,471.88,2,Defective,Returned,512.0,65,Female,Other,Debit Card,Express,22.11,943.76,1,56–65,0.45462019238048496
ORD00003056,PROD00003056,USER00003056,07-04-23,30-09-23,Clothing,247.14,4,Defective,Returned,176.0,55,Male,Other,PayPal,Express,1.3,988.56,1,46–55,0.4449325469567444
ORD00003057,PROD00003057,USER00003057,20-06-24,05-11-24,Electronics,286.24,3,Changed mind,Returned,138.0,70,Male,Other,Debit Card,Next-Day,33.86,858.72,1,65+,0.4979837908227845
ORD00003058,PROD00003058,USER00003058,21-12-24,10-12-23,Books,360.38,2,Wrong item,Returned,-377.0,42,Male,Other,Credit Card,Next-Day,40.44,720.76,1,36–45,0.5208399271050482
ORD00003059,PROD00003059,USER00003059,09-04-24,11-01-24,Electronics,278.29,3,Wrong item,Returned,-89.0,24,Female,Other,Debit Card,Next-Day,22.99,834.8700000000001,1,18–25,0.553372246524787
ORD00003060,PROD00003060,USER00003060,08-08-23,,Books,394.51,5,,Not Returned,,67,Male,City26,Credit Card,Standard,4.34,1972.55,0,65+,0.4944360842999538
ORD00003061,PROD00003061,USER00003061,25-01-23,,Home,298.86,3,,Not Returned,,62,Male,Other,PayPal,Express,5.17,896.58,0,56–65,0.48429820614344027
ORD00003062,PROD00003062,USER00003062,25-01-23,,Toys,196.71,4,,Not Returned,,55,Female,Other,Gift Card,Standard,7.84,786.84,0,46–55,0.5875835822845811
ORD00003063,PROD00003063,USER00003063,06-09-24,,Books,39.38,1,,Not Returned,,70,Female,Other,Gift Card,Express,12.59,39.38,0,65+,0.6101631970874177
ORD00003064,PROD00003064,USER00003064,28-10-24,15-12-23,Clothing,245.25,3,Defective,Returned,-318.0,59,Male,Other,Debit Card,Standard,20.72,735.75,1,56–65,0.524938208850611
ORD00003065,PROD00003065,USER00003065,18-03-24,,Electronics,66.58,2,,Not Returned,,24,Male,Other,Debit Card,Express,49.9,133.16,0,18–25,0.5697400836602515
ORD00003066,PROD00003066,USER00003066,09-03-24,,Clothing,88.2,4,,Not Returned,,19,Male,Other,PayPal,Standard,30.7,352.8,0,18–25,0.5493563685575948
ORD00003067,PROD00003067,USER00003067,28-04-23,18-06-23,Home,196.03,2,Not as described,Returned,51.0,26,Female,Other,Gift Card,Standard,39.07,392.06,1,26–35,0.5072542747756136
ORD00003068,PROD00003068,USER00003068,07-02-23,,Toys,374.4,2,,Not Returned,,39,Male,Other,Gift Card,Standard,13.53,748.8,0,36–45,0.43786191339205005
ORD00003069,PROD00003069,USER00003069,21-07-23,26-04-23,Clothing,461.1,4,Defective,Returned,-86.0,69,Male,Other,Gift Card,Express,21.67,1844.4,1,65+,0.5465020548366265
ORD00003070,PROD00003070,USER00003070,11-04-23,,Toys,328.41,4,,Not Returned,,29,Male,Other,Gift Card,Express,3.85,1313.64,0,26–35,0.5226485751500669
ORD00003071,PROD00003071,USER00003071,13-03-24,,Books,23.79,1,,Not Returned,,32,Male,Other,PayPal,Next-Day,49.21,23.79,0,26–35,0.5562795155520557
ORD00003072,PROD00003072,USER00003072,24-02-24,,Toys,207.7,1,,Not Returned,,66,Female,City86,Credit Card,Next-Day,36.67,207.7,0,65+,0.5190198947322016
ORD00003073,PROD00003073,USER00003073,17-09-23,13-05-24,Electronics,497.66,4,Not as described,Returned,239.0,18,Female,Other,Gift Card,Next-Day,6.17,1990.64,1,,0.42331085686011266
ORD00003074,PROD00003074,USER00003074,23-09-23,,Home,85.5,3,,Not Returned,,20,Female,Other,Gift Card,Standard,2.7,256.5,0,18–25,0.4035066713872647
ORD00003075,PROD00003075,USER00003075,18-02-24,07-01-24,Toys,375.85,4,Not as described,Returned,-42.0,21,Female,Other,Gift Card,Next-Day,11.44,1503.4,1,18–25,0.5255434641767008
ORD00003076,PROD00003076,USER00003076,05-02-24,,Home,348.91,5,,Not Returned,,70,Female,Other,Credit Card,Standard,12.14,1744.5500000000002,0,65+,0.4494385769234956
ORD00003077,PROD00003077,USER00003077,05-06-23,,Electronics,213.99,4,,Not Returned,,38,Female,Other,Credit Card,Express,14.24,855.96,0,36–45,0.4657328922931437
ORD00003078,PROD00003078,USER00003078,22-11-24,10-04-24,Home,87.42,2,Wrong item,Returned,-226.0,40,Male,Other,Debit Card,Express,37.04,174.84,1,36–45,0.4006987994733487
ORD00003079,PROD00003079,USER00003079,10-07-23,,Books,308.61,1,,Not Returned,,47,Female,Other,PayPal,Standard,40.48,308.61,0,46–55,0.4196096781289803
ORD00003080,PROD00003080,USER00003080,08-12-24,30-10-23,Toys,449.15,1,Changed mind,Returned,-405.0,60,Male,Other,Credit Card,Next-Day,21.49,449.15,1,56–65,0.44356339464160793
ORD00003081,PROD00003081,USER00003081,12-08-23,29-06-23,Clothing,277.94,1,Wrong item,Returned,-44.0,69,Male,Other,Credit Card,Standard,24.73,277.94,1,65+,0.5392755461109598
ORD00003082,PROD00003082,USER00003082,01-08-23,29-08-23,Books,107.8,5,Changed mind,Returned,28.0,23,Female,Other,PayPal,Standard,21.37,539.0,1,18–25,0.5596000889824423
ORD00003083,PROD00003083,USER00003083,08-03-24,,Books,76.54,2,,Not Returned,,45,Female,Other,Gift Card,Standard,10.43,153.08,0,36–45,0.5361764797524533
ORD00003084,PROD00003084,USER00003084,25-01-23,,Toys,289.35,3,,Not Returned,,68,Female,Other,Gift Card,Next-Day,40.33,868.0500000000001,0,65+,0.5076343852942017
ORD00003085,PROD00003085,USER00003085,11-04-24,,Books,106.5,4,,Not Returned,,29,Female,Other,Credit Card,Next-Day,32.99,426.0,0,26–35,0.5225261171490249
ORD00003086,PROD00003086,USER00003086,04-03-24,,Clothing,423.3,4,,Not Returned,,22,Female,Other,PayPal,Standard,36.02,1693.2,0,18–25,0.43325336340008425
ORD00003087,PROD00003087,USER00003087,26-03-24,21-01-24,Electronics,385.46,4,Defective,Returned,-65.0,28,Female,Other,PayPal,Express,28.35,1541.84,1,26–35,0.48424984199882026
ORD00003088,PROD00003088,USER00003088,26-04-24,,Clothing,306.76,5,,Not Returned,,48,Male,City1,Credit Card,Express,15.21,1533.8,0,46–55,0.5031785130894245
ORD00003089,PROD00003089,USER00003089,06-10-24,,Books,396.39,4,,Not Returned,,22,Male,Other,Debit Card,Next-Day,48.82,1585.56,0,18–25,0.45358795944766744
ORD00003090,PROD00003090,USER00003090,22-08-23,20-04-24,Toys,261.55,2,Wrong item,Returned,242.0,18,Male,Other,PayPal,Express,15.04,523.1,1,,0.5468219627078147
ORD00003091,PROD00003091,USER00003091,19-09-23,21-12-23,Home,417.2,4,Defective,Returned,93.0,69,Female,Other,PayPal,Standard,45.8,1668.8,1,65+,0.4935943207289207
ORD00003092,PROD00003092,USER00003092,05-12-24,12-03-23,Clothing,386.45,1,Wrong item,Returned,-634.0,64,Male,Other,Credit Card,Express,24.84,386.45,1,56–65,0.4348845623810689
ORD00003093,PROD00003093,USER00003093,15-01-23,14-07-23,Home,232.22,2,Not as described,Returned,180.0,67,Female,Other,Credit Card,Standard,16.06,464.44,1,65+,0.5054972324213394
ORD00003094,PROD00003094,USER00003094,12-11-24,03-02-23,Books,222.5,5,Changed mind,Returned,-648.0,22,Female,Other,Gift Card,Next-Day,2.41,1112.5,1,18–25,0.4274782523891036
ORD00003095,PROD00003095,USER00003095,12-10-23,,Toys,187.55,4,,Not Returned,,29,Female,Other,PayPal,Express,46.39,750.2,0,26–35,0.535521159239728
ORD00003096,PROD00003096,USER00003096,17-05-24,03-10-23,Electronics,435.76,3,Wrong item,Returned,-227.0,61,Male,Other,Debit Card,Standard,34.79,1307.28,1,56–65,0.4985013274302169
ORD00003097,PROD00003097,USER00003097,20-03-24,17-06-23,Books,438.14,5,Changed mind,Returned,-277.0,63,Female,Other,Credit Card,Next-Day,47.76,2190.7,1,56–65,0.568449142589808
ORD00003098,PROD00003098,USER00003098,07-01-24,,Clothing,157.49,5,,Not Returned,,65,Female,Other,Credit Card,Standard,5.96,787.45,0,56–65,0.41820554882042676
ORD00003099,PROD00003099,USER00003099,16-03-24,22-03-24,Books,118.27,2,Not as described,Returned,6.0,62,Male,Other,PayPal,Standard,26.02,236.54,1,56–65,0.5237480706386013
ORD00003100,PROD00003100,USER00003100,03-09-23,,Home,122.41,4,,Not Returned,,49,Male,Other,Credit Card,Standard,19.51,489.64,0,46–55,0.49785496475069846
